,Unnamed: 0,speciesGroup,taxonomicRankKingdom,taxonomicRankPhylum,taxonomicRankClass,taxonomicRankOrder,taxonomicRankFamily,taxonomicRankGenus,taxonomicRankSpecies,endemicToEurope,populationTrend,useAndTrade,europeanRegionalRedListCategory
320,1271,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,chalcodes,Yes,Stable,not utilized,LC
1503,5121,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EUCNEMIDAE,Microrhagus,lepidus,Yes,Increasing,utilized,LC
955,3625,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Uromenus,dyrrhachiacus,Yes,Decreasing,not utilized,CR
1366,4810,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pedostrangalia,ariadne,Yes,Stable,not utilized,VU
1178,4478,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Balistes,capriscus,No,Decreasing,utilized,DD
243,981,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Tetraloniella,dentata,No,Decreasing,not utilized,LC
788,3191,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Poecilimon,ornatus,Yes,Stable,not utilized,LC
1905,6105,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerolenta,depulsa,Yes,Stable,not utilized,NT
1523,5157,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,MYCETOPHAGIDAE,Mycetophagus,quadripustulatus,No,Stable,utilized,LC
114,629,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,soroeensis,No,Decreasing,not utilized,LC
1532,5170,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,OEDEMERIDAE,Chrysanthia,cyprica,Yes,Stable,not utilized,LC
213,926,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,pleurosticta,No,Decreasing,not utilized,NT
1232,4590,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,kukujevi,Yes,Stable,not utilized,LC
1821,5877,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Cryptosaccus,asturiensis,Yes,Stable,not utilized,VU
830,3325,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Bradyporus,multituberculatus,No,Decreasing,not utilized,EN
1249,4616,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroscymnus,coelolepis,No,Decreasing,utilized,EN
1351,4793,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Obrium,brunneum,No,Stable,utilized,LC
559,2662,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Chrysochraon,beybienkoi,Yes,Decreasing,not utilized,CR
1920,6140,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerotricha,madritensis,Yes,Stable,not utilized,LC
991,3875,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,holti,No,Stable,not utilized,LC
1022,4006,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Blennius,ocellaris,No,Stable,utilized,LC
274,1061,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,schmidi,Yes,Stable,not utilized,LC
1719,5619,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Chilostoma,achates,Yes,Decreasing,not utilized,NT
1033,4021,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Parablennius,ruber,Yes,Stable,not utilized,LC
1217,4568,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,oxyrinchus,Yes,Decreasing,not utilized,NT
456,2085,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Ancylus,aduncus,Yes,Stable,not utilized,DD
133,650,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ceratina,dentiventris,No,Stable,not utilized,LC
1832,5903,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Helicella,iberica,Yes,Stable,not utilized,LC
1750,5700,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,bidentalis,Yes,Stable,not utilized,LC
23,285,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,paucisquama,No,Decreasing,not utilized,DD
1255,4633,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,BORIDAE,Boros,schneideri,No,Decreasing,utilized,VU
1339,4778,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Molorchus,minor,No,Stable,utilized,LC
787,3185,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Poecilimon,miramae,No,Decreasing,not utilized,NT
303,1223,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,rubicundus,No,Stable,not utilized,LC
1993,6312,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VITRINIDAE,Plutonia,cuticula,Yes,Stable,not utilized,NT
1651,5419,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Rupestrella,jaeckeli,Yes,Stable,not utilized,VU
457,2089,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Anisus,leucostoma,No,Stable,not utilized,LC
142,661,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ceratina,schwarzi,No,Stable,not utilized,LC
1401,4881,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Stenopterus,ater,No,Stable,utilized,LC
375,1463,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Systropha,planidens,No,Decreasing,not utilized,VU
1816,5864,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Cernuella,aginnica,Yes,Stable,not utilized,LC
498,2416,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Marstoniopsis,armoricana,Yes,Decreasing,not utilized,CR
701,2936,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLIDAE,Natula,averni,No,Decreasing,not utilized,VU
966,3721,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,BELONIDAE,Belone,belone,No,Stable,utilized,LC
362,1396,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Nomiapis,diversipes,No,Stable,not utilized,LC
1305,4724,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Clytus,rhamni,No,Stable,utilized,LC
536,2610,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Calliptamus,tenuicercis,No,Decreasing,not utilized,NT
1282,4683,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Arhopalus,pinetorum,Yes,Stable,not utilized,NT
216,932,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,pulchra,No,Decreasing,not utilized,EN
1646,5413,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Granaria,braunii,Yes,Stable,not utilized,LC
939,3582,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Roeseliana,roeselii,No,Increasing,not utilized,LC
1946,6212,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORCULIDAE,Orculella,templorum,Yes,Decreasing,not utilized,NT
421,1993,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Margaritifera,margaritifera,No,Decreasing,utilized,CR
554,2647,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Chorthippus,parnon,Yes,Decreasing,not utilized,NT
321,1285,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,discum,No,Stable,not utilized,LC
953,3618,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Tettigonia,viridissima,No,Increasing,not utilized,LC
127,643,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ceratina,chalcites,No,Stable,not utilized,LC
510,2524,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Vinodolia,fiumana,Yes,Decreasing,not utilized,EN
1266,4662,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Aegosoma,scabricorne,No,Decreasing,utilized,LC
1347,4788,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Neopiciella,sicula,Yes,Stable,not utilized,VU
831,3328,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Broughtonia,domogledi,Yes,Decreasing,not utilized,NT
523,2577,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Acrotylus,longipes,No,Decreasing,not utilized,NT
698,2927,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLIDAE,Gryllus,campestris,No,Decreasing,not utilized,LC
1687,5527,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Napaeus,badiosus,Yes,Decreasing,not utilized,LC
800,3220,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PYRGOMORPHIDAE,Pyrgomorpha,bispinosa,No,Increasing,not utilized,NT
380,1534,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Coelioxys,polycentris,No,Stable,not utilized,LC
613,2757,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Oedipoda,caerulescens,No,Increasing,not utilized,LC
1105,4187,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,pavo,No,Stable,utilized,LC
1517,5151,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,MYCETOPHAGIDAE,Mycetophagus,decempunctatus,No,Stable,utilized,LC
119,634,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,terrestris,No,Increasing,utilized,LC
1120,4211,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Katsuwonus,pelamis,No,Stable,utilized,LC
222,941,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,ruficornis,No,Stable,not utilized,LC
1888,6065,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerocrassa,cardonae,Yes,Decreasing,utilized,VU
1575,5265,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Mycetochara,maura,No,Stable,utilized,LC
512,2547,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,MOITESSIERIIDAE,Sardopaladilhia,buccina,Yes,Stable,not utilized,DD
1502,5117,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EUCNEMIDAE,Isoriphis,melasoides,No,Stable,utilized,LC
1334,4772,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Leptura,aurulenta,No,Stable,not utilized,LC
1442,4947,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CETONIIDAE,Protaetia,mirifica,No,Decreasing,utilized,VU
407,1942,Freshwater_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,gueldenstaedtii,No,Decreasing,utilized,CR
1032,4020,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Parablennius,rouxi,Yes,Stable,not utilized,LC
747,3083,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Isophya,beybienkoi,Yes,Decreasing,not utilized,CR
1060,4108,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Gobius,auratus,Yes,Stable,not utilized,LC
806,3266,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,RHAPHIDOPHORIDAE,Dolichopoda,unicolor,Yes,Stable,not utilized,LC
340,1345,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,pauxillum,No,Stable,not utilized,LC
219,935,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,roberjeotiana,No,Decreasing,not utilized,NT
1535,5173,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,OEDEMERIDAE,Chrysanthia,reitteri,Yes,Stable,not utilized,LC
1562,5224,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Corticeus,pini,No,Stable,not utilized,LC
1316,4742,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Gaurotes,virginea,No,Increasing,not utilized,LC
635,2794,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Paracaloptenus,caloptenoides,No,Decreasing,not utilized,NT
1873,6035,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Spirorbula,latens,Yes,Stable,not utilized,LC
103,616,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,polaris,No,Decreasing,not utilized,VU
1699,5568,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Napaeus,rufobrunneus,Yes,Stable,not utilized,LC
1354,4796,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Oxymirus,cursor,No,Stable,utilized,LC
1933,6173,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LAURIIDAE,Leiostyla,loweana,Yes,Stable,not utilized,LC
21,274,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,pallitarsis,No,Decreasing,not utilized,DD
242,974,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Pasites,maculatus,No,Stable,not utilized,LC
1040,4034,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CALLIONYMIDAE,Callionymus,maculatus,No,Stable,utilized,LC
1925,6157,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LAURIIDAE,Leiostyla,cassida,Yes,Decreasing,not utilized,CR
1828,5891,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Disculella,compar,Yes,Stable,utilized,NT
1353,4795,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Oedecnema,gebleri,No,Stable,not utilized,LC
1243,4607,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Isistius,plutodus,No,Stable,not utilized,LC
743,3076,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Barbitistes,obtusus,Yes,Stable,not utilized,LC
1622,5377,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,BRADYBAENIDAE,Fruticicola,fruticum,Yes,Stable,not utilized,LC
1413,4902,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Stictoleptura,palmi,Yes,Stable,not utilized,NT
920,3518,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Platycleis,albopunctata,No,Increasing,not utilized,LC
1649,5416,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Granopupa,granum,No,Stable,not utilized,LC
929,3553,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Rhacocleis,andikithirensis,Yes,Stable,not utilized,LC
1727,5665,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Codringtonia,elisabethae,Yes,Decreasing,not utilized,VU
1071,4127,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Lesueurigobius,sanzi,No,Stable,not utilized,LC
1721,5651,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Chilostoma,pelia,Yes,Stable,not utilized,LC
581,2713,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Italohippus,monticola,Yes,Decreasing,not utilized,EN
284,1180,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,carinthiacus,Yes,Decreasing,not utilized,EN
1484,5072,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Stenagostus,rhombeus,No,Stable,utilized,LC
1674,5471,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Chondrus,zebra,Yes,Stable,not utilized,LC
1474,5039,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Danosoma,fasciata,No,Decreasing,utilized,LC
409,1944,Freshwater_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,nudiventris,No,Decreasing,utilized,CR
1729,5667,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Codringtonia,gittenbergeri,Yes,Decreasing,not utilized,VU
1892,6077,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerocrassa,frater,Yes,Stable,not utilized,LC
618,2770,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Omocestus,haemorrhoidalis,No,Decreasing,not utilized,LC
1145,4311,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SCOPHTHALMIDAE,Lepidorhombus,whiffiagonis,No,Stable,utilized,LC
1994,6314,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VITRINIDAE,Plutonia,eceroensis,Yes,Stable,not utilized,LC
910,3500,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,tymphiensis,Yes,Decreasing,not utilized,EN
1356,4799,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pachyta,quadrimaculata,No,Stable,not utilized,LC
174,850,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,ferruginata,Yes,Stable,not utilized,LC
560,2663,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Chrysochraon,dispar,No,Increasing,not utilized,LC
565,2676,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Dociostaurus,minutus,Yes,Decreasing,not utilized,EN
1796,5821,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Canariella,jandiaensis,Yes,Stable,not utilized,CR
948,3605,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Synephippius,obvius,Yes,Stable,not utilized,LC
1025,4010,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Lipophrys,trigloides,No,Stable,not utilized,LC
734,3059,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PAMPHAGIDAE,Paranocarodes,straubei,No,Decreasing,not utilized,EN
880,3439,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Lluciapomaresius,anapaulae,Yes,Decreasing,not utilized,NT
1926,6160,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LAURIIDAE,Leiostyla,cheilogona,Yes,Stable,not utilized,LC
476,2195,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Avenionia,parvula,Yes,Stable,not utilized,NT
1493,5096,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EROTYLIDAE,Triplax,scutellaris,No,Stable,utilized,LC
245,1010,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Triepeolus,tristis,No,Decreasing,not utilized,NT
1847,5944,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Leptaxis,nivosa,Yes,Stable,not utilized,LC
1204,4546,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Carcharias,taurus,No,Decreasing,not utilized,CR
179,858,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,fulvicornis,No,Stable,not utilized,LC
1939,6184,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LAURIIDAE,Leiostyla,vincta,Yes,Stable,not utilized,LC
1624,5380,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Abida,bigerrensis,Yes,Stable,not utilized,LC
1318,4744,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Glaphyra,kiesenwetteri,No,Stable,utilized,DD
1570,5248,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Isomira,antennata,Yes,Stable,not utilized,LC
632,2791,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Oropodisma,tymphrestosi,Yes,Decreasing,not utilized,EN
1379,4836,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pseudogaurotina,excellens,Yes,Decreasing,utilized,EN
1736,5674,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Cylindrus,obtusus,Yes,Stable,not utilized,LC
623,2778,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Omocestus,rufipes,No,Decreasing,not utilized,LC
815,3295,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Anadrymadusa,ornatipennis,No,Decreasing,not utilized,VU
1586,5299,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Upis,ceramboides,No,Decreasing,utilized,NT
90,600,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,lucorum,No,Stable,not utilized,LC
74,581,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,consobrinus,No,Stable,not utilized,LC
1147,4313,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SCOPHTHALMIDAE,Scophthalmus,maximus,No,Decreasing,utilized,VU
1235,4594,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Rhinobatos,rhinobatos,No,Decreasing,utilized,EN
945,3593,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Saga,rhodiensis,No,Decreasing,not utilized,VU
1602,5343,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,ACICULIDAE,Platyla,similis,Yes,Stable,not utilized,LC
1458,4983,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus,elongatulus,No,Decreasing,utilized,NT
